"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"James McCann","White Sox","1","2","4","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0",".000","12859"
"Archie Bradley","Diamondbacks","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12918"
"Austin Hedges","Padres","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12976"
"Jackie Bradley Jr.","Red Sox","1","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","12984"
"Colten Brewer","Red Sox","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12997"
"Yu Darvish","Cubs","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13074"
"Jordan Weems","Athletics","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13190"
"Mike Zunino","Rays","1","3","4","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","13265"
"Ildemaro Vargas","Diamondbacks","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","13324"
"Jake Lamb","Diamondbacks","1","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",".000","13329"
"Hoby Milner","Angels","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13346"
"Bubba Starling","Royals","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","13356"
"Cam Bedrosian","Angels","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13360"
"Dylan Floro","Dodgers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13394"
"Sam Selman","Giants","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13397"
"Taylor Rogers","Twins","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13449"
"Blake Snell","Rays","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13543"
"Jesse Winker","Reds","1","1","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","13590"
"Jacob Stallings","Pirates","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13723"
"Tyler Duffey","Twins","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13758"
"Dominic Leone","Indians","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13763"
"Matt Strahm","Padres","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13799"
"Paul Sewald","Mets","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13892"
"Albert Almora Jr.","Cubs","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","14109"
"Lance McCullers Jr.","Astros","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14120"
"Tim Lopes","Mariners","1","4","4","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".000","14137"
"Byron Buxton","Twins","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14161"
"Andrew Velazquez","Orioles","1","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14196"
"Wandy Peralta","Giants","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14295"
"Matt Olson","Athletics","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14344"
"Raimel Tapia","Rockies","1","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","14350"
"Scott Heineman","Rangers","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14453"
"Jake Cave","Twins","1","3","4","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","14477"
"J.B. Wendelken","Athletics","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14506"
"Franchy Cordero","Royals","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14567"
"Rowan Wick","Cubs","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14646"
"Harold Castro","Tigers","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14691"
"Luke Voit","Yankees","1","3","4","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","14811"
"Buck Farmer","Tigers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14814"
"Pat Valaika","Orioles","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14885"
"Tony Kemp","Athletics","1","2","3","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0",".000","14894"
"Taylor Williams","Mariners","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14899"
"Jon Gray","Rockies","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14916"
"Johan Camargo","Braves","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14950"
"Scott Barlow","Royals","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14993"
"Luke Farrell","Rangers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15101"
"Ryan Cordell","Mets","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15181"
"Cole Sulser","Orioles","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15256"
"Keynan Middleton","Angels","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15264"
"Jeff McNeil","Mets","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15362"
"Mike Mayers","Angels","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15451"
"Chad Green","Yankees","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15552"
"Phillips Valdez","Red Sox","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15605"
"Jose Abreu","White Sox","1","3","4","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0",".000","15676"
"Luis Castillo","Reds","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15689"
"Jimmy Cordero","White Sox","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15690"
"Tyler Wade","Yankees","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".000","15730"
"Paul Fry","Orioles","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15832"
"Sean Manaea","Athletics","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15873"
"Cody Bellinger","Dodgers","1","5","5","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0",".000","15998"
"Spencer Turnbull","Tigers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16207"
"Michael Hermosillo","Angels","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","16285"
"Oscar Mercado","Indians","1","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","16375"
"Victor Gonzalez","Dodgers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16408"
"Jordan Luplow","Indians","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","16424"
"Ryan O'Hearn","Royals","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16442"
"Kyle Schwarber","Cubs","1","3","4","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".000","16478"
"Matt Chapman","Athletics","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","16505"
"Jordan Montgomery","Yankees","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16511"
"Ozzie Albies","Braves","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16556"
"Yandy Diaz","Rays","1","3","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","16578"
"Jonathan Holder","Yankees","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16588"
"Bryan Abreu","Astros","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16609"
"Ryan Thompson","Rays","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16647"
"Cameron Hill","Indians","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16840"
"Sean Newcomb","Braves","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16943"
"Trevor Williams","Pirates","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16977"
"Alex Verdugo","Red Sox","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","17027"
"Raisel Iglesias","Reds","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17130"
"Yoan Moncada","White Sox","1","3","4","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","17232"
"Austin Brice","Red Sox","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17237"
"Rafael Devers","Red Sox","1","3","4","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0",".000","17350"
"Eloy Jimenez","White Sox","1","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17484"
"Diego Castillo","Rays","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17496"
"Jimmy Herget","Rangers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17556"
"Tanner Scott","Orioles","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17586"
"Kevin Newman","Pirates","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","17696"
"Matt Beaty","Dodgers","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","17710"
"Steven Duggar","Giants","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17719"
"D.J. Stewart","Orioles","1","3","4","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0",".000","17766"
"Ian Gibaut","Rangers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17871"
"Cedric Mullins II","Orioles","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17929"
"Sam Hilliard","Rockies","1","3","4","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".000","17954"
"Logan Webb","Giants","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17995"
"Peter Fairbanks","Rays","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17998"
"Phil Maton","Indians","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18064"
"Tyler Kinley","Rockies","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18297"
"Alex Young","Diamondbacks","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18333"
"Josh Staumont","Royals","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18335"
"Austin Riley","Braves","1","3","4","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0",".000","18360"
"Trent Grisham","Padres","1","3","5","0","0","0","0","0","2","0","2","0","1","0","0","0","0","1","0",".000","18564"
"Luis Arraez","Twins","1","3","4","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",".000","18568"
"Jared Walsh","Angels","1","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","18607"
"Miguel Del Pozo","Pirates","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18792"
"Kyle Keller","Angels","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18890"
"Conner Menez","Giants","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19199"
"Pete Alonso","Mets","1","3","5","0","0","0","0","0","2","1","2","0","1","0","0","0","0","0","0",".000","19251"
"Garrett Hampson","Rockies","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19262"
"Zac Gallen","Diamondbacks","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19291"
"Nick Solak","Rangers","1","3","5","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0",".000","19294"
"Bryan Reynolds","Pirates","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","19326"
"Caleb Ferguson","Dodgers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19349"
"Sean Murphy","Athletics","1","2","3","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","19352"
"Austin Hays","Orioles","1","5","5","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","19363"
"Tony Gonsolin","Dodgers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19388"
"Shaun Anderson","Giants","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19453"
"Bryan Garcia","Tigers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19457"
"Geoff Hartlieb","Pirates","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19558"
"Gregory Soto","Tigers","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19677"
"Shohei Ohtani","Angels","1","4","5","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","0",".000","19755"
"Brandon Bielak","Astros","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19866"
"Kevin Ginkel","Diamondbacks","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19876"
"Luis Robert","White Sox","1","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".000","20043"
"Andre Scrubb","Astros","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20329"
"Tyler Zuber","Royals","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20379"
"Enoli Paredes","Astros","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20447"
"Nick Madrigal","White Sox","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20521"
"Kris Bubic","Royals","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21455"
"Nico Hoerner","Cubs","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".000","21479"
"Randy Dobnak","Twins","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23798"
"Shogo Akiyama","Reds","1","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","27461"
